id,text,foot_notes
988,ߡߊ߲߬ߕߏ߲ ߓߍ߯ ߣߴߊ߬ ߕߊ߫ ߛߕߊ߫ ߟߋ߬ ، ߡߍ߲ ߠߎ߬ ߛߕߊ ߓߊ߯ ߣߊ߬ ߸ ߏ߬ ߕߍ߫ ߘߏ߲߰ߘߌ߫ ߕߎ߬ߡߊ߬ߙߋ߲߬ ߞߋߟߋ߲߫ ߠߊ߫ ߸ ߊ߬ߟߎ߫ ߘߏ߲߬ ߕߍ߫ ߞߐ߲߰ ߊ߬ ߢߍ߫.,
989,ߤߍ߲߬ ߊߟߎ߬ ߊߘߡߊ߫ ߘߋ߲ ߠߎ߬ ߸ ߞߎߟߊߞߏߕߍ߫ ߣߌ߫ ߞߋߟߊ ߟߎ߫ ߣߊ߬ ߘߊ߫ ( ߗߋ߫ ) ߊߟߎ߫ ߡߊ߬ ߞߊ߬ ߓߐ߫ ߊߟߎ߫ ߖߍ߬ߘߍ ߘߐ߫ ߸ ߞߊ߬ ߒ߬ ߠߊ߫ ߟߝߊߙߌ ߟߎ߫ ߘߊ߲߬ߕߍ߰ ߊߟߎ߫ ߦߋ߫ ، ߡߍ߲ ߓߊ߯ ߊ߬ ߝߊ߲ߕߊ߲߬ߞߊ߫ ߏ߬ ߘߐ߫ ߞߊ߬ ߟߢߊ߬ߟߌ ߞߍ߫ ߸ ߛߌߟߊ߲߫ ߕߍ߫ ߞߍ߫ ߏ߬ ߟߎ߬ ߟߊ߫ ߸ ߊ߬ߟߎ߫ ߘߏ߲߬ ߕߍߣߊ߫ ߛߎ߬ߣߎ߲߬ ߠߊ߫.,
990,ߡߍ߲ ߠߎ߫ ߟߋ߬ ߓߊ߯ ߒ߬ ߠߊ߫ ߟߝߊߙߌ ߟߎ߬ ߡߊߛߐ߬ߛߐ߬ ߛߊ߫ ߞߵߊ߬ߟߎ߫ ߖߘߍ߬ߘߐߓߏ߲߬ߧߴߊ߬ߟߎ߫ ߡߊ߬ ߸ ߏ߬ ߟߎ߫ ߟߋ߬ ߞߍߕߐ߫ ߕߊ ߘߏ߲߬ߞߏ ߟߎ߬ ߘߌ߫ ߸ ߊ߬ߟߎ߫ ߘߏ߲߬ ߘߎߡߊߕߐ߫ ߦߋ߲߬ ߠߋ߬.,
991,ߖߍߣߍ߲ ߠߊ߫ ߕߐ߬ߢߍ߮ ߕߊ߬ߡߌ߲߬ߣߍ߲߫ ߡߐ߱ ߕߊ ߟߊ߫ ߸ ߡߍ߲ ߞߊ߬ ߥߎߦߊ ߞߎ߲߬ߘߐߕߍ߰ ߞߵߊ߬ ߟߴߊߟߊ߫ ߟߊ߫ ߸ ߥߟߴߊ߬ ߞߵߊߟߊ߫ ߟߊ߫ ߟߍߙߊ ߟߎ߬ ߡߊߛߐ߬ߛߐ߬؟ ߒ߬ߓߊ߬ ߏ߬ ߟߎ߫ ߣߌ߭ ߡߍ߲ ߦߋ߫ ߟߍߙߊ ߞߣߐ߫ ߸ ߊ߬ߟߎ߬ ߘߌ߫ ߕߴߏ ߛߐ߬ߘߐ߲߬ ߠߊ߫ ߝߎߚߎ߫ ߝߏ߫ ߸ ߒ ߠߊ߫ ߗߋߘߋ߲ ߠߎ߬ ߘߌߣߵߊ߬ߟߎ߫ ߕߍ߬ߘߍ߫ ߊ߬ߟߎ߬ ߛߏߡߊߦߟߍߡߊ߲߫ ߞߊ߲ߡߊ߬ ، ߏ߬ ߟߎ߬ ߘߴߊ߬ߟߎ߫ ߢߌ߬ߣߌ߲߬ߞߊ߬ ߞߏ߫ ߡߊ߰ߙߌ ߟߎ߬ ߦߋ߫ ߡߌ߲߫ ߊߟߎ߫ ߕߘߍ߬ ߡߍ߲ ߠߎ߬ ߞߟߌ߫ ߟߊ߫ ߞߵߊߟߊ߫ ߕߏ߫؟ ߊ߬ߟߎ߬ ߘߴߊ߬ ߝߐ߫ ߞߴߏ߬ ߟߎ߬ ߓߘߊ߫ ߕߎߣߎ߲߫ ߒ߬ ߡߊ߬ ، ߘߊ߬ߡߊ߲߬ߛߊ߫ ߊ߬ߟߎ߬ ߘߌ߫ ߛߙߋߦߊ ߟߊߟߐ߬ ߊ߬ߟߎ߫ ߖߍ߬ߘߍ߫ ߞߊ߲߬ ߸ ߞߏ߫ ߊ߬ߟߎ ߟߋ߬ ߞߍ߫ ߘߊ߫ ߓߊ߲߬ߓߊ߮ ߟߎ߬ ߘߌ߫.,
992,ߊߟߊ߫ ߘߴߊ߬ ߝߐ߫ ߞߏ߫ ߒ߬ߓߵߊߟߎ߫ ߘߏ߲߬ ߕߊ ߘߐ߫ ߡߊ߲߬ߕߏ߲ ߠߎ߫ ߝߍ߬ ߸ ߡߍ߲ ߠߎ߫ ߕߊ߬ߡߌ߲߬ ߘߴߊߟߎ߫ ߢߍ߫ ߥߐ߬ߞߎߟߐ ߣߌ߫ ߡߐ߱ ߘߐ߫ ، ߡߊ߲߬ߕߏ߲ ߘߏ߫ ߓߊ߯ ߘߏ߲߬ ߞߏߕߊ߲߫ ߸ ߏ߬ ߘߴߊ߬ ߢߍߓߊ߮ ߘߊ߲ߞߊ߫ ، ߝߏ߫ ߊ߬ߟߎ߬ ߓߍ߯ ߘߌ߫ ߢߐ߲߮ ߠߊߞߎ߲߫ ߦߋ߲߬ ߞߐߘߍ߫ ، ߏ߬ ߓߊ߯ ߞߍ߫ ߸ ߊ߬ߟߎ߬ ߞߐ߫ ߟߊ߫ ߡߐ߮ ߟߎ߬ ߘߴߊ߬ ߝߐ߫ ߊ߬ߟߎ߬ ߢߍߓߊ߮ ߟߎ߫ ߡߊ߬ ߸ ߞߏ߫ ߊ߲ ߡߊ߰ߙߌ ߸ ߢߌ߲߬ ߠߎ߫ ߟߋ߫ ߣߐ߬ ߒ߬ ߠߊߝߟߌ߬ ߟߊ߫ ، ߒ߬ߓߊ߬ ߌ ߦߴߏ߬ ߟߎ߬ ߛߐ߫ ߖߊ߲߰ߞߕߊ ߓߊߟߌߣߍ߲ ߠߊ߫ ߕߊ ߘߐ߫ ، ߊߟߊ߫ ߘߴߊ߬ ߝߐ߫ ߞߏ߫ ߊߟߎ߫ ߓߍ߯ ߕߊ ߓߊߟߌߕߐ߫ ߟߋ߬ ߸ ߓߊ߬ߙߌ߬ ߊߟߎ߫ ߡߴߏ߬ ߟߋ ߟߐ߲߫.,
993,ߊ߬ߟߎ߬ ߘߐ߫ ߢߍߓߊ߮ ߟߎ߬ ߝߣߊ߫ ߘߴߊ߬ ߝߐ߫ ߞߐ߫ ߟߊ߫ ߡߐ߮ ߟߎ߫ ߡߊ߬ ߸ ߞߏ߫ ߝߌ߬ߛߡߊ߬ߒ߬ߕߋ߬ߦߊ߬ ߛߌ߫ ߕߍ߫ ߊߟߎ߫ ߓߟߏ߫ ߒ߬ߠߎ߫ ߡߊ߬ ، ( ߊ߬ ߘߌ߫ ߝߐ߫ ߞߏ߫ ) ߊߟߎ߫ ߓߍ߯ ߦߋ߫ ߖߊ߲߰ߞߕߊ ߡߊߜߙߏ߬ ߸ ߊߟߎ߫ ߗߋߥߊߟߌ߫ ߞߍߣߍ߲ ߠߎ߬ ߞߏߛߐ߲߬.,
994,ߡߍ߲ ߠߎ߫ ߞߏ߬ߣߌ߲ ߞߊ߬ ߒ߬ ߠߊ߫ ߟߝߊߙߌ ߟߎ߬ ߡߊߛߐ߬ߛߐ߫ ߸ ߊ߬ ߣߌ߫ ߞߵߊ߬ߟߎ߫ ߖߘߍ߬ߘߐߓߏ߲߬ߧߴߊ߬ߟߎ߫ ߡߊ߬ ߸ ߛߊ߲ ߓߏ߲߬ߘߊ ߟߎ߬ ߕߍ߫ ߟߊߞߊ߬ ߏ߬ ߟߎ߬ ߦߋ߫ ߝߋߎ߫ ، ߊ߬ߟߎ߫ ߘߏ߲߬ ߕߍ߫ ߘߏ߲߬ ( ߡߍ߲ߘߌߦߊ ) ߣߊߞߐ ߘߐ߫ ߸ ߝߏ߫ ߣߌ߫ ߢߐ߯ߡߍ ߘߏ߲߬ ߘߊ߫ ߛߊ߬ߦߌ߬ߟߊ߲ ߕߏ߲ ߠߊ߫ ، ߒ߬ߓߊ߬ ߊ߲ ߦߋ߫ ߛߐ߲߬ߡߊ ߟߎ߫ ߛߙߊ߬ ߟߊ߫ ߕߋ߲߬ ߠߋ߬.,
995,ߕߊ ߟߊߝߋ߲ ߠߴߏ߬ ߟߎ߬ ߢߍ߫ ߔߊߦߌߔߊߦߌ ߘߐ߫ ߸ ߊ߬ ߣߴߊ߬ ߜߎ߬ߕߙߎ ߦߴߊ߬ߟߎ߫ ߞߎ߲߬ߞߘߐ߫ ، ߒ߬ߓߊ߬ ߊ߲ ߧߋ߫ ߕߐ߬ߢߍ߰ߒߕߋ ߟߎ߫ ߛߙߊ߬ ߟߊ߫ ߕߋ߲߬ ߠߋ߬.,
996,ߒ߬ߞߊ߬ ߡߍ߲ ߠߎ߫ ߞߏ߬ߣߌ߲ ߘߍ߲߬ߞߣߍ߬ߦߊ߬ߣߍ߲߫ ߞߊ߬ ߢߌ߬ߡߊ ߟߎ߬ ߞߍ߫ ߸ ߒ߬ߠߎ߫ ߘߏ߲߬ ߕߍ߫ ߣߌߡߊ ߞߘߊߡߊ߫ ߟߊ߫ ߝߏߦߌ߬ ߟߴߊ߬ ߝߊ߲߬ߞߊ ߓߍ߬ߙߍ ߞߐ߫ ، ߒ߬ߓߊ߬ ߏ߬ ߟߎ߫ ߟߋ߬ ( ߡߍ߲ߘߌߦߊ ) ߣߊߞߐ ߘߏ߲߬ߞߏ ߟߎ߬ ߘߌ߫ ߸ ߊ߬ߟߎ߫ ߘߏ߲߬ ߘߎߡߊߕߐ߫ ߦߋ߲߬ ߠߋ߬.,
997,ߊ߲ ߘߌߣߊ߬ ߞߐߣߌ߲ߧߊ ߓߍ߯ ߓߏ߬ߛߌ߫ ߊ߬ߟߎ߬ ߛߌߛߌ ߟߎ߬ ߘߐ߫ ߞߐߘߍ߫ ، ߞߐ߬ߢߊ ߟߎ߬ ߦߋ߫ ߥߦߏ߬ ߟߴߊ߬ߟߎ߬ ߞߘߐߟߊ ߟߎ߬ ߘߐ߫ ߞߎߟߊ߲ߞߎߟߊ߲߫ ، ߊ߬ߟߎ߬ ߘߴߊ߬ ߝߐ߫ ߞߏ߫: ߕߊ߲߬ߘߏ ߊߟߊ߫ ߦߋ߫ ߸ ߏ߬ ߡߍ߲ ߞߵߊ߲ ߞߊ߲ߘߊ߫ ߣߌ߲߬ ߡߊ߬ ، ߊ߲ߠߎ߫ ߕߎ߲߬ ߕߍ߫ ߞߊ߲ߘߊ߫ ߒ߬ ߖߍ߬ߘߍ߫ ߡߊ߬ ߝߋߎ߫ ߸ ߣߌ߫ ߊߟߊ߫ ߕߘߍ߬ ߡߴߊ߲ ߞߊ߲ߘߊ߫ ، ߊ߲ ߡߊ߰ߙߌ ߟߊ߫ ߞߋߟߊ ߟߎ߫ ߣߊ߬ ߘߊ߫ ߕߎ߬ߢߊ߫ ߟߋ߬ ߘߌ߫ ߝߊ߯ߛߌ߫. ߘߊ߬ߡߊ߲߬ߛߊ߫ ߸ ߊ߬ߟߎ߬ ߘߌ߫ ߞߟߌ߫ ߞߏ߫ ( ߡߍ߲ߘߌߦߊ ) ߣߊߞߐ ߟߋ߬ ߣߌ߲߬ ߸ ߏ߬ ߘߌߣߴߊߟߎ߫ ߡߊ߬ ߗߍ ߘߌ߫ ߊߟߎ߫ ߟߊ߫ ߓߊ߯ߙߊ߫ ߞߍߣߍ߲ ߠߎ߫ ߟߋ߬ ߗߏ߮ ߝߍ߬.,
998,ߣߊߞߐ ߘߏ߲߬ߞߏ ߟߎ߬ ߘߌ߫ ߕߊ ߘߏ߲߬ߞߏ ߟߎ߬ ߞߟߌ߫ ߸ ߞߏ߫ ߊ߲ߠߎ߬ ߓߘߊ߫ ߝߋ߲ ߛߐ߬ߘߐ߲߬ ߊ߲ ߡߊ߰ߙߌ ߞߊ߬ ߒ߬ ߦߟߌߡߊߘߌߦߊ߫ ߡߍ߲ ߠߊ߫ ߕߎ߬ߢߊ ߟߊ߫ ، ߦߊ߯ߟߊ߫ ߊߟߎ߫ ߝߣߊ߫ ߓߘߊ߫ ߝߋ߲ ߛߐ߬ߘߐ߲߫ ߓߊ߬ ߊߟߎ߫ ߡߊ߰ߙߌ ߞߵߊߟߎ߫ ߦߟߌߡߊߘߌߦߊ߫ ߡߍ߲ ߠߊ߫ ߕߎ߬ߢߊ ߟߊ߫؟ ߊ߬ߟߎ߬ ߘߴߊ߬ ߝߐ߫ ߞߏ߫ ߤߊ߯ߟߌ߫. ߘߊ߬ߡߊ߲߬ߛߊ߫ ߸ ߞߟߋߞߟߋߡߊߦߟߍߟߊ ߘߌ߫ ߞߟߋߞߟߋߡߊߦߟߍ ߞߍ߫ ߊ߬ߟߎ߬ ߕߍ߫ ߸ ߞߏ߫ ߤߋ߮ ߸ ߊߟߊ߫ ߟߊ߫ ߘߊ߲ߞߊ ߟߋ߫ ߕߐ߬ߢߍ߰ߒߕߋ ߟߎ߫ ߡߊ߬ ߏ߱.,
999,ߓߊ ߏ߬ ߟߎ߫ ߟߋ߫ ߞߊ߬ ߞߎ߬ߡߊ߲߬ߘߌ߬ߟߌ ߞߍ߫ ߊߟߊ߫ ߟߊ߫ ߛߌߟߊ ߡߊ߬ ߸ ߊ߬ ߣߌ߫ ߞߵߊ߬ ߢߌߣߌ߲߫ ߞߏ߫ ߊ߬ߟߎ߬ ߦߴߏ߬ ߞߍ߫ ߟߊ߫ ߞߐ߲߬ߕߌ߲ ߘߌ߫ ߸ ߊ߬ ߣߴߊ߬ߟߎ߫ ߓߊ߲߬ߣߍ߲߬ ߟߊߞߌߙߊ߫ ߞߏ ߡߊ߬ ߝߊߦߌ߲߫.,
1000,ߥߊ߬ߣߊߙߌ ߟߴߊ߬ߟߎ߫ ߝߌ߬ߟߊ ߕߍ߫ ( ߣߊߞߐ ߣߌ߫ ߔߊߦߌߔߊߦߌ ߞߊ߬ߣߌ߲߫ ) ߸ ߗߍ߭ ߘߏ߫ ߟߎ߫ ߦߋ߫ ߕߓߊߞߘߐߣߍ߲߫ ߸ ߏ߬ ߟߎ߫ ߞߊ߬ ( ߡߐ߱ ) ߓߍ߯ ߟߐ߲߫ ߊ߬ߟߎ߫ ߕߐ߰ߡߊ߬ߛߙߋ ߟߎ߫ ߡߊ߬ ، ߏ߬ ߟߎ߬ ߘߌ߫ ߣߊߞߐ ߘߏ߲߬ߞߏ ߟߎ߬ ߞߟߌ߫ ߸ ߞߏ߫ ߖߐ ߦߴߊߟߎ߫ ߡߊ߬ ، ߏ߬ ߟߎ߬ ߡߊ߫ ߘߏ߲߬ ( ߣߊߞߐ ) ߘߐ߫ ߸ ߞߏ߬ߣߵߊ߬ ߕߡߊ߬ߦߌ ߦߴߊ߬ߟߎ߬ ߘߐ߫.,
1001,ߣߴߊ߬ߟߎ߫ ߞߵߊ߬ߟߎ߬ ߢߊ ߟߎ߬ ߕߟߌߡߌ߲߫ ߕߊ ߘߏ߲߬ߞߏ ߟߎ߫ ߝߊ߲߭ ߝߍ߬ ߸ ߊ߬ߟߎ߬ ߘߴߊ߬ ߝߐ߫ ߞߏ߫ ߊ߲ ߡߊ߰ߙߌ ߸ ߖߊ߰ߣߌ߲߬ ߌ ߞߊߣߵߊ߲ ߞߍ߫ ߡߌ߬ߙߌ߲߬ߘߌ߫ ߕߐ߬ߢߍ߰ߒߕߋ ߟߎ߫ ߝߍ߬.,
1002,ߕߓߊߞߘߐߣߍ߲߫ ߘߏ߲߬ߞߏ ߟߎ߬ ߘߌ߫ ߗߍ߭ ߘߏ߫ ߟߎ߫ ߞߟߌ߫ ߸ ߊ߬ߟߎ߫ ߞߊ߬ ߡߍ߲ ߠߎ߬ ߟߐ߲߫ ߊ߬ߟߎ߫ ߕߐ߰ߡߊ߬ߛߙߋ ߟߎ߫ ߡߊ߬ ߸ ߞߵߊ߬ ߝߐ߫ ߏ߬ ߟߎ߫ ߡߊ߬ ߞߏ߫ ߊߟߎ߫ ߟߊ߫ ߟߊ߬ߘߍ߬ߟߌ ߞߊ߬ ߡߎ߲߬ ߢߵߊߟߎ߫ ߡߊ߬ ߸ ߊ߬ ߣߴߊߟߎ߫ ߕߘߍ߬ ߖߘߍ߬ߘߐ߬ߓߊ߬ߦߊ ߡߍ߲ ߞߍ߫ ߟߊ߫؟.,
1003,ߦߊ߯ߟߊ߫ ( ߛߌ߬ߟߊ߬ߡߊ߫ ߟߊ߲߰ߝߏ߬ߣߍ߲ ) ߢߌ߲߬ ߠߎ߬ ߡߍ߲ ߠߎ߬ ߦߋ߫ ߣߌ߲߬ ߸ ߊߟߎ߫ ߞߵߊߟߎ߫ ߞߊ߬ߟߌ߬ ߞߏ߫ ߊߟߊ߫ ߕߍߣߊ߬ ߢߌ߲߬ ߠߎ߫ ߟߋ߬ ߛߐ߫ ߟߊ߫ ߤߌߣߊ߫ ߟߊ߫ ߓߊ߬؟ ( ߊ߬ ߘߏ߲߬ ߓߘߊ߫ ߝߐ߫ ߏ߬ ߟߎ߫ ߟߋ߫ ߡߊ߬ ߣߌ߲߬ ߞߏ߫ ) ߊߟߎ߫ ߘߏ߲߬ ߣߊߞߐ ߘߐ߫ ߞߟߋ߫ ، ߛߌߟߊ߲߫ ߕߍ߫ ߊߟߎ߫ ߟߊ߫ ߸ ߊߟߎ߫ ߘߏ߲߬ ߕߍߣߊ߫ ߛߎ߬ߣߎ߲߬ ߠߊ߫.,
1004,ߕߊ ߘߏ߲߬ߞߏ ߟߎ߬ ߘߌ߫ ߣߊߞߐ ߘߏ߲߬ߞߏ ߟߎ߬ ߞߟߌ߫ ، ߞߏ߫ ߊߟߎ߫ ߖߌ ߘߏ߫ ߟߛߊߙߌ߫ ߒ߬ ߞߊ߲߬ ߞߟߋ߫ ߸ ߥߟߴߊߟߊ߫ ߣߊ߬ ߓߊߟߏ ߡߍ߲ ߠߎ߬ ߘߌ߫ ߟߴߊߟߎ߫ ߡߊ߬ ، ߏ߬ ߟߎ߬ ߘߴߊ߬ߟߎ߫ ߖߋ߬ߓߌ߬ ߞߏ߫ ߊߟߊ߫ ߞߵߏ ߝߌ߬ߟߊ ߞߎ߬ߡߊ߲߬ߘߌ߫ ߟߋ߫ ߓߊ߲߬ߓߊ߮ ߟߎ߫ ߡߊ߬.,
1005,ߓߊ ߏ߬ ߟߎ߫ ߟߋ߫ ߞߵߊ߬ߟߎ߬ ߟߊ߫ ߘߌ߯ߣߊ ߡߌ߬ߘߊ߬ ߕߏߟߏ߲ ߣߌ߫ ߡߣߊ߬ߡߣߊ ߘߌ߫ ، ߊ߬ ߣߌ߫ ߘߎߢߊ߫ ߢߣߊߡߦߊ ߞߵߊ߬ߟߎ߬ ߜߍߙߍ߲ߞߍ߫ ߝߎ߯. ߒ߬ߓߊ߬ ߓߌ߬ ߛߊ߫ ߸ ߒ߬ ߧߋ߫ ߒ߬ ߖߘߍ߬ ߟߊߢߌ߬ߣߊ߬ ߟߴߊ߬ߟߎ߬ ߞߐ߫ ߟߋ߬ ߸ ߦߏ߫ ߊ߬ߟߎ߫ ߢߌ߬ߣߊ ߡߍ߲ ߞߍ߫ ߘߴߊ߬ߟߎ߬ ߟߊ߫ ߓߌ߬ ߟߏ߲ ߣߌ߲߬ ߓߍ߲߬ߢߐ߲߰ߦߊ ߞߐ߫ ߸ ߊ߬ ߣߴߊ߬ߟߎ߫ ߕߍ߬ߘߍ߫ ߒ߬ ߠߊ߫ ߟߝߊߙߌ ߟߎ߬ ߡߊߛߐ߬ߛߐ ߡߍ߲ ߞߍ߫ ߟߊ߫.,
1006,ߒ߬ ߘߏ߲߬ ߜߎ ߣߊ߬ ߘߴߊ߬ߟߎ߫ ߡߊ߬ ߟߍߙߊ߫ ߟߋ߬ ߘߌ߫ ߸ ߊ߲ ߞߵߏ߬ ߝߊߙߊ߲ߝߊߛߌ߫ ߟߐ߲ߠߌ߲߫ ߠߋ߬ ߟߊ߫ ߸ ߞߵߊ߬ ߞߍ߫ ߞߊ߲ߘߦߊ ߣߌ߫ ߤߌߣߊ ߘߌ߫ ߡߌ߬ߙߌ߲߬ߘߌ߫ ߘߍ߲߬ߞߣߍ߬ߦߊ߬ߣߍ߲ ߠߎ߬ ߦߋ߫.,
1007,ߊ߬ߟߎ߬ ߦߋ߫ ߡߋ߬ߘߋ ߘߐߞߐ߬ߣߐ߲߬ ߠߊ߫ ߣߌ߫ ( ߟߍߙߊ ߟߊ߫ ߞߏ߫ ߟߐ߯ߟߊߣߍ߲ ) ߞߘߐߡߊߖߊ߲ ߕߍ߫؟ ، ߊ߬ ( ߟߊ߫ ߞߏ߫ ߟߐ߯ߟߊߣߍ߲ ) ߞߘߐߡߊߖߊ߲ ߘߏ߲߬ ߣߊ߬ߕߐ߬ ߟߏ߲ ߡߍ߲ ߸ ߡߍ߲ ߠߎ߫ ߢߌ߬ߣߊ߬ ߘߴߊ߬ ߞߐ߫ ߞߘߐ߬ߡߊ߲߫ ߸ ߏ߬ ߟߎ߬ ߘߴߊ߬ ߝߐ߫ ߞߏ߫ ߊ߲ ߡߊ߰ߙߌ ߟߊ߫ ߞߋߟߊ ߟߎ߫ ߘߏ߲߬ ߜߎ ߣߊ߬ ߘߊ߫ ߕߎ߬ߢߊ ߘߌ߫ ، ߦߊ߯ߟߊ߫ ߛߟߏ߬ߣߊ߬ߟߌ߬ߟߊ߫ ߟߎ߫ ߦߴߊ߲ ߠߊ߫ ߓߊ߬ ߸ ߏ߬ ߟߎ߬ ߦߋ߫ ߛߟߏ߬ߣߊ߬ߟߌ ߞߍ߫ ߒ߬ ߧߋ߫؟ ، ߥߟߊ߫ ߒ߬ ߘߌ߫ ߟߊߛߊ߬ߦߌ߬ ( ߘߎߢߊ߫ ߘߐ߫ ) ߓߊ߬ ߒ߬ ߧߋ߫ ߥߊ߫ ߓߊ߯ߙߊ߫ ߞߍ߫ ߡߍ߲ ߕߍ߫ ߒ߬ ߠߊ߫ ߓߊ߯ߙߊ߫ ߞߘߐ ߘߌ߫؟ ، ߏ߬ ߝߐߓߊ߮ ߟߎ߫ ߟߋ߫ ߓߣߐ߬ߣߴߊ߬ߟߎ߫ ߖߘߍ߬ ߘߐ߫ ߸ ߊ߬ ߣߴߊ߬ߟߎ߬ ߟߊ߫ ߝߋ߲߫ ߞߎ߲߬ߘߐߕߍ߰ߣߍ߲ ߠߎ߬ ߓߍ߯ ߓߘߊ߫ ߕߎߣߎ߲߫ ߊ߬ߟߎ߫ ߡߊ߬.,
1008,ߊߟߎ߫ ߡߊ߰ߙߌ ߟߋ߬ ߊߟߊ߫ ߘߌ߫ ߸ ߡߍ߲ ߞߊ߬ ߛߊ߲ ߠߎ߬ ߣߌ߫ ߘߎ߱ ߘߊ߲߫ ߕߟߋ߬ ߥߐ߯ߙߐ߫ ߞߘߐ߫ ߸ ߞߊ߬ ߓߊ߲߫ ߞߵߊ߬ ߟߊߞߢߊ߫ ߛߍ߬ߡߍ ߞߊ߲߬ ، ߊ߬ߟߋ ߟߋ߬ ߛߎ ߞߍ߫ ߟߊ߫ ߞߊ߬ ߕߟߋ߬ߘߐ߬ߟߊ ߞߎ߲߬ߠߊ߬ߓߌߘߌ߲߫ ، ߏ߬ ߦߴߏ߬ ߢߌߣߌ߲߫ ߠߊ߫ ߞߊߟߌߦߊ߫ ߘߐ߫ ߛߐ߲߬ ، ߊ߬ ߞߊ߬ ߕߋ߬ߟߋ ߣߌ߫ ߞߊߙߏ ߣߌ߫ ߟߏ߬ߟߏ ߟߎ߬ ߞߟߏ߫ ߊ߬ ߟߊ߫ ߖߊ߬ߡߊߙߌ ߟߊ߫ ، ߞߏ߬ߞߏ߫ ߊ߬ߟߋ ߟߋ߬ ߕߊ߫ ߦߋ߫ ߘߊߟߌ ߣߌ߫ ߖߊ߬ߡߊߙߌ ߘߌ߫ ߞߍ߬؟ ، ߊߟߊ߫ ߓߙߊߞߊߣߍ߲߫ ߞߟߋ߫ ߸ ߊ߬ߟߋ ߟߋ߫ ߘߏ߲߬ ߖߊ߯ߓߊ ߟߎ߫ ߡߊ߰ߙߌ ߘߌ߫.,
1009,ߊߟߎ߫ ߦߴߊߟߎ߫ ߡߊ߰ߙߌ ߞߟߌ߫ ߖߘߍ߬ߞߟߏ ߟߊ߫ ߸ ߊ߬ ߣߌ߫ ߘߏ߲߱ ߘߐ߫ ، ߓߊߏ߬ ߖߊ߲߬ߘߊ߬ߓߊ߮ ߟߎ߬ ߡߊ߲ߘߴߊ߬ ߦߋ߫.,
1010,ߊߟߎ߫ ߞߊߣߊ߬ ߕߌߢߍߟߌ ߞߍ߫ ߘߎ߱ ߞߊ߲߬ ߸ ߊ߬ ߟߊߢߊ߬ߣߍ߲ ߞߐ߫ ، ߊߟߎ߯ ߊߟߊ߫ ߞߟߌ߫ ߛߌߟߊ߲ ߣߌ߫ ߕߡߊ߬ߦߌ ߘߌ߫ ، ߓߊ ߊߟߊ߫ ߟߊ߫ ߤߌߣߊ ߛߎ߬ߘߎ߲߬ߡߊ߲߫ ߠߋ߬ ߢߊ߬ߓߊ߮ ߟߎ߬ ߟߊ߫.,
1011,ߊ߬ߟߋ ߟߋ߬ ߝߢߐ ߟߎ߬ ߗߋ߫ ߟߊ߫ ߘߟߊߝߎߟߌ ߘߌ߫ ߊ߬ ߟߊ߫ ߤߌߣߊ ( ߛߊ߲ߖߌ ) ߢߍ߫ ، ߝߢߐ ߏ߬ ߟߴߊ߬ ߢߎ߲߫ ߠߊ߫ ߛߊ߲ߝߌ߲߫ ߜߟߌߡߊ߲ߓߊ ߟߊ߫ ߢߐ߯ߞߐߞߐ߫ ، ߊ߲ ߘߴߏ ߛߊ߬ߡߊ߲߬ ߞߵߊ߬ ߟߊߕߊ߯ ߘߎ߰ ߖߊߙߊ߲ ߡߊ߬ ߞߵߊ߬ ߟߊߖߌ߰ ߖߌ ߘߌ߫ ߦߋ߲߬ ، ߊ߲ ߘߌ߫ ߦߙߌߘߋ߲ ߛߎ߮ ߓߍ߯ ߟߊߓߐ߫ ߏ߬ ߟߊ߫ ، ߒ߬ߓߵߊ߲ ߧߋ߫ ߛߎ߭ ߟߎ߬ ߝߣߊ߫ ߟߊߓߐ߫ ߟߊ߫ ߕߋ߲߬ ߠߋ߬ ߸ ߛߴߊߟߎ߫ ߘߴߊߟߎ߫ ߕߊ߰ߛߌ߫.,
1012,ߘߎ߰ ߘߌߡߊ߲ ߝߍߘߍ߲ߝߋ߲ ߦߋ߫ ߓߐ߫ ߟߴߊ߬ ߡߊ߰ߙߌ ߟߊ߫ ߘߌ߬ߢߍ ߟߋ߬ ߟߊ߫ ߕߐߟߍ߯ ، ߘߎ߱ ߡߍ߲ ߜߏߡߊ߲߫ ߛߊ߫ ߸ ߏ߬ ( ߝߍߘߍ߲ߝߋ߲ ߠߎ߬ ) ߕߍ߫ ߓߐ߫ ߟߊ߫ ߝߏ߫ ߜߍ߲߬ߘߍ߬ ( ߓߟߏ ߡߊ߬ ) ߸ ߒ߬ߓߊ߬ ߊ߲ ߧߋ߫ ߟߝߊߙߌ ߟߎ߬ ߘߐߛߊ߬ߦߌߛߊ߬ߦߌ߬ ߟߊ߫ ߡߌ߬ߙߌ߲߬ߘߌ߬ ߞߏߢߌߡߊߟߐ߲ߠߊ ߟߎ߬ ߦߋ߫ ߕߋ߲߬ ߠߋ߬.,
