id,text
1237,"<p lang=""en"">The opportunity that people have been given to live and settle in the present world, is not on the basis of any right but is only for the purpose of trial. As long as God wishes, He keeps a man on the earth and when, in His wisdom, He judges, the period of his test to be over, He causes death to overtake him and he is carried away from here.</p>"
1239,"<p lang=""en"">The Prophet testified to the Truth to the fullest extent to his hearers. After the completion of his divine task, those who still did not embrace the Faith, lost their right to live on God’s earth. They had been kept here for the purpose of trial; on completion of the process of preaching and argumentation, the trial was over. Thereafter, why should they have had any lenience shown to them? This is why, after the completion of the work of the prophets, some sort of destructive calamity befell the unbelievers and they were annihilated. This is exactly what happened to the addressees of the Prophet Muhammad. But, it was not any calamity from the sky which descended upon them. The above-mentioned principle of God was implemented, in this case within the framework of a cause and effect system. First of all, by means of the superior Quranic style of expression and the superior character of the Prophet, the call to the Truth was conveyed to them. Then by giving domination to the monotheists over the Makkan polytheists, the process of argument was completed in their case. When all this was done and still they persisted in rejecting the Truth, they were accused of continuous breach of trust and violation of their pledge and an ultimatum was issued to them that they should reform themselves in four months time; otherwise they would be annihilated. All this was settled on the principles of God-fearing (taqwa) and not on the principle of national politics. The polytheists were silenced at the level of arguments; then they would be warned in advance that they would be given a number of months’ respite to reconsider the matter; the door was kept open for them till the last moment, so that those who repented might join those blessed by God; the case of some tribes who had not violated their agreement was kept separate from the case of those who had.</p>"
1240,"<p lang=""en"">The command to do battle given here after the lapse of four months of respite was not about an ordinary fight. This was God’s retribution imposed on those who denied the truth due to their rejection of the Prophet. By rejecting God’s prophet even after the completion of the process of arguments, they had made themselves liable to be left with no option but to accept the faith or fight. This was a special principle of God which related to the addressees of the Prophet and not to the general people. However, even after the completion of the process of preaching, this order was not made applicable immediately; even at the last stage they were given four months’ respite. Revenge does not know pardon. One with a revengeful mentality is satisfied only when he sees his opponent disgraced and destroyed. But the action taken against the polytheists of Arabia was not in any way connected with any type of revenge; it was based on an absolutely realistic principle. That is the reason why, in spite of the order being so severe, it was always open to them to embrace the Islamic religion and save themselves from punishment and acquire a respectable position in the Islamic brotherhood. For anybody’s repentance to be acceptable, only two practical conditions were enough—prayer (salat) and religious alms-giving (zakat). In times of conflict, if any individual from amongst the enemies says that he wants to understand Islam, Muslims have been ordered to give him protection, to give him an opportunity to be in their atmosphere and to try to see that the message of Islam is implanted in his heart. Even then, if he does not accept Islam, he should be led back to his place of residence under their protection. In wartime, it is usually unwise to give such a concession to the enemy, because it is quite possible that an enemy spy, taking advantage of this concession, may enter the Muslim camp and try to find out its strategic secrets. But, Islam holds that, the question of preaching in order to invite people towards the right path is so important that, in spite of this risk, its door should never be closed. If a man indulges in transgression unknowingly or out of ignorance, he will be treated with all possible lenience until his unawareness or ignorance is rectified.</p>"
1243,"<p lang=""en"">When the Muslims attained a strong position, the Quraysh entered into treaties with them. However, the Quraysh were not happy with these agreements. They thought that their execution of these treaties with their ‘enemy’ was very much to their detriment. That is why they were always on the look-out for opportunities to violate their agreements and cause harm to Muslims or at least defame them. Obviously, when there is a clear breach of a treaty by one party, the carrying out of the agreement by the other party is no longer obligatory. This was the thinking of the Quraysh who felt that, with the rise of the Muslims, their leadership was at stake. However, there were other tribes (Banu Kinana, Banu Khuza’a, Banu Dhamra) who, unhampered by this psychological complication, had executed agreements with the Muslims and fulfilled them. When a period of respite of four months was announced, about nine months remained until the expiry of the periods of these agreements. The order was that these agreements be honoured till the last date, because that was the requirement of God-fearing. But after the expiry of this period, no such agreement was entered into with anybody and there were only two alternatives before the polytheists—either to embrace Islam or be ready for war.</p>"
1246,"<p lang=""en"">The basis of social life rests on two things: kinship or mutual commitments or agreements. Man honours such rights as are based on blood relationships and the rights of those with whom he has agreements, in terms of his commitments to them. But when a man is overcome by the temptation of worldly interest, and its considerations, he forgets both these duties. For the sake of his petty interests, he forgets the rights of blood relations as well as rights flowing from agreements. Such people are transgressors; they are guilty in the eyes of God. Even if they escape the consequences in the world, they will not be able to save themselves from seizure by God in the Hereafter, unless they repent and desist from arrogance. However wicked an individual may have been in the past, he becomes a respectable member of the Islamic brotherhood if he makes amends and reforms himself. Thereafter, there remains no difference between him and other Muslims.</p>"
1247,"<p lang=""en"">The phrase ‘leaders of disbelief’ referred to the Quraysh who, because of their position of leadership in Arabia, led the movement of opposition against Islam. This was the first prominent group to oppose the movement of Islam, wherever it arose. Its members, feeling that its superior position was being adversely affected by the pure call of Truth, were clever enough to pick out trivial points in the divine call in order to discredit it and they had the resources to thrust the Muslims into different types of difficulties in order to discourage them. 'They have no regard for their pledged word' is a very meaningful sentence. The pledges and treaties of those who oppose Islam out of enmity and obstinacy are uncertain and unreliable. The attitude is that of constant irritation with their opponent. There is no consistency in them. Even if they execute an agreement they are unable to uphold and maintain it for long due to the vagaries of their temperament. It does not take long for them to be overcome by their negative feelings and break their pledges.</p>"
1248,"<p lang=""en"">The root of all wisdom is fear of God. The fear of God develops in man the readiness to accept the Truth; it awakens in man a certain consciousness that enables him to see realities in their original form. That is why it does not take the God-fearing man long to understand the Divine plan. He comes to know the will of God and dedicates himself to it with full confidence. He starts moving on that right path which ultimately leads to success. The fear of God makes a man’s eye tearful, and before God, it is only the tearful eye which is destined to be cooled in this world as well as in the Hereafter.</p>"
1250,"<p lang=""en"">The root of all wisdom is fear of God. The fear of God develops in man the readiness to accept the Truth; it awakens in man a certain consciousness that enables him to see realities in their original form. That is why it does not take the God-fearing man long to understand the Divine plan. He comes to know the will of God and dedicates himself to it with full confidence. He starts moving on that right path which ultimately leads to success. The fear of God makes a man’s eye tearful, and before God, it is only the tearful eye which is destined to be cooled in this world as well as in the Hereafter.</p>"
1251,"<p lang=""en"">In the present world, when a man makes something the purpose of his life, he encounters many problems and demands in his efforts to achieve it. If the man is bent upon his purpose, he utilizes all his strength in overcoming these problems and fulfilling these demands. This is called jihad. In this world everyone has to face this jihad. Everyone has to prove how ardent he is about his purpose at the level of jihad; only then is it possible for him to succeed in achieving it. It is this struggle in the path of God which indicates to what extent the individual is serious about his purpose. To one who claims to have faith, events which test his faith occur again and again. Sometimes his heart becomes influenced by feelings of ill-will and jealousy towards somebody but his faith urges him to rid himself of all such feelings. Sometimes unpleasant words are on the tip of his tongue but his faith requires that he should hold his tongue at that time. Sometimes, in the course of his dealings, a right has to be honoured which is unpleasant to him, but faith exhorts him to fulfil all entitlements as a matter of justice, whether pleasant or unpleasant. Moreover, the call for truth sometimes reaches the stage when faith commands him to sacrifice his life and property to ensure its success. Going on fulfilling the requirements of faith at any cost, is known as jihad. In the present world, when a man adopts a broad-based purpose, he has necessarily to focus on the centralism of his purpose; he has to be loyal to his leader; and he should completely identify himself with the fellow-travellers on the same path. These things are fraught with a sense of purposefulness. Without these, the claim to lead a purposeful life would be false. Similarly, when a man seriously introduces religion into his life, it will necessarily happen that God, His Prophet and the faithful will become his friends and supporters (walijah); he will be at one with them in every respect. This matter becomes more critical when it is kept in view that its Assessor has full knowledge of its open and the hidden aspects. He will, therefore, deal with every individual in accordance with inner reality and not in accordance with his apparent outward aspect.</p>"
1253,"<p lang=""en"">At the time when the Quran was revealed, the position in Arabia was that the Muslims had gathered round the Prophet Muhammad and the polytheists around the Ka‘bah. Till that time the histories of glories which we are now acquainted with had not yet become attached to the name of the Prophet Muhammad. He appeared to the people like an ordinary man. On the other hand, the Sacred Mosque of Makkah, because of the thousands of years of history attached to it, appeared to them a symbol of greatness and holiness. The polytheists saw themselves as being servants and retainers of the holiest shrine. On the contrary, when they saw the Muslims, they thought of them, under the circumstances prevailing at that time, as a group of people gathered around a madman.</p>"
1366,"<p lang=""en"">A prophet’s call is always based on sound and strong reasoning. Thanks to his extraordinary manner of expression, he is himself proof of his speaking on behalf of God. In spite of this, people of every period have rejected the prophets. The reason for this is man’s passion for external appearances. In the eyes of his contemporaries, a prophet is an ordinary man like other ordinary men. The glories of history, which later on become attached to his name, have not yet gathered around him. So, his contemporaries overlook him, considering him to be an ordinary man. They are unable either to look at the prophet as  one deputed by God or to appreciate him in view of the history that is going to take shape in future. Yet the fact remains that everyone will be compelled to realise his prophetic greatness in due course. A prophet’s call is entirely miraculous and leaves its hearers bereft of any argument. It is quite spell-binding. Finding themselves helpless in the field of arguments, the prophet’s hearers start maligning his message. In this way they cast doubts upon  the veracity of his words. Thinking like simpletons, they scorn the call as nothing but makebelieve. They call it verbal witchcraft and as such of no consequence. The real mission of a prophet is warning others (inzar) and giving good news (tabshir). That is, warning people of God’s retribution and giving good news of Paradise to those who are ready to live in the world in fear of God. The prophet appears in the world in order to make people aware of the fact that man is not free and all-powerful in this world and that the story of his life is not going to end with his death. Indeed, there is eternal life after death and man should take the utmost care to prepare for this. One who is unmindful of this or adopts an attitude of insolence, will reach the world after death in such a condition that nothing will await him there except agony and misery. One for whom outward appearance is all-important thinks that honour and glory attach to those who are in possession of worldly power, who are the possessors of worldly wealth. The Prophet says that this is deceptive; that such honour and glory exist only amongst fellow-human beings in this ephemeral worldly life. Real honour and glory are to be achieved in the eternal life in the presence of God; only such honour and glory are both real and eternal.</p>"
1368,"<p lang=""en"">Studies indicate that the appearance of the many different kinds of natural phenomena in the universe did not occur at one time, but gradually over a period. The Quran divides this phase—the divine creation into six periods. This proves that the creation of the universe was done according to a conscious plan. Then, the study of the universe shows that it is running according to hard and fast laws. Everything behaves in exactly the manner in which it is required to behave, in consideration of overall requirements. This is clear proof of the fact that this universe is made to function by an Active and Alive Planner who directly controls it at all times. This wonderfully regulated system of the universe itself makes the powerful statement that its Lord is so Perfect and so Great that there is no question of any recommendation being useful to Him. The universe reflects the image of its Creator in the mirror of its amazing characteristics. The system of justice (qist) prevails throughout the universe. Here, whatever one does, one is confronted with commensurate results; everyone is rewarded according to whatever he has done. This is true of material results; but in the matter of moral outcome, the picture of the world seems to be entirely different. A man performs righteous deeds, but he does not receive the fruits of his righteousness. A man indulges in arrogance, and his arrogance goes on unpunished. Why is it that God’s will, which is operative in the case of His other creatures, does not seem to be operative in the case of human beings? The reason for this is that the manifestation of godly justice in the life of human beings has been deferred by God till the life Hereafter. The first life has been given to man for the performance of deeds. The second life will be given to him so that he may be requited for his deeds; and the possibility of the occurrence of the second life (the life of the hereafter) is as certain as that of the first life.</p>"
1369,"<p lang=""en"">The sun is at the most appropriate distance from our earth. That is why it has been a treasure-like source of light and heat for us. If a difference were to occur in this alignment, the sun would not be the sun for us: it would become the fire of hell. Instead of being the messenger of life, it would be the messenger of death. The moon rotates in its orbit in a precise, mathematical way. In spite of its being devoid of its own light, it not only gives us cool light, reflected from the sun, but also provides us with a natural calender of months and days. These astronomical signs prove that there is strong purposefulness in the universe, and the fate of the purposeful universe cannot be purposeless.  Then, the appearance of day after night indicates, in the language of symbolism, the moral fact that, according to the law prevailing in this world of ours, light should prevail after the reign of darkness; the brightness of light should follow upon darkness. Where, before, human rights had been trampled upon, there will now ensue a sytem whereby rights will be honoured. Divine justice will dominate in place of human arrogance. Such a time is destined to come, when the prevalence of evil will come to an end and the recognition of truth will prevail everywhere.</p>"
1370,"<p lang=""en"">God has revealed the realities of the Hereafter by means of symbols. Similarly, in the present world, God reveals Himself in the form of arguments, and not as a tangible manifestation. So, we can find God only in the manner and shape in which He reveals Himself and not in any other form. In this world, God has offered mankind His guidance. But only those who are ready to follow it according to the godly plan, are destined to receive this guidance. Only those who are ready to understand the truth presented in the language of reason and accept it will be inspired to tread the right path. Those who do not bow down before true argument fail to bow down, as it were, before God; it is like not accepting God. Such people may expect nothing but Hell as their reward. In the heavens and on the earth, there are countless signs which become the elements of a lesson for those who are God-fearing. Fear, or apprehension, is a thing which makes a man serious. Unless a man is serious, he will not pay full attention to matters of importance and will not understand their various aspects. The whole universe is held together in a creative balance. This is a clear indication of the fact that the Lord of the universe is One who has absolute power over man. Similarly, the initial life which we are now experiencing provides clear proof of the fact that a second life is also possible. The appearance of material results in the present world and the non-appearance of moral results warrants the taking shape of another world where the moral results will be clearly in evidence. This is an unassailable truth, but this can be grasped only by one who looks at life in fear and apprehension.</p>"
1372,"<p lang=""en"">For whom is hell meant? It is for those who have forgotten that they will have to face God; those who have contented themselves with the temporary amenities of this world as opposed to the eternal bounties of the Hereafter; those who are satisfied with the things that purely as a matter of trial they have received in this world; those who attach themselves to ungodly things to such an extent that they become completely unmindful of the realities revealed by God. All this amounts to treading the path of hell in the eyes of God, and those who adopt the way of hell will not arrive anywhere except in hell.</p>"
1374,"<p lang=""en"">Literally, ‘On account of their faith, God will lead them towards the goal of Paradise.’ This shows that Faith is guidance for man; it prevents him from taking wrong paths and makes him tread the right way until it leads him to the real goal. Faith is discovery of God. The thread of knowledge comes within the grasp of one who is blessed with faith. He becomes capable of starting his thinking from the right place on all matters. Never allowing his thoughts to err, he attains correctness in his thinking. Furthermore, belief in God is not simply acceptance of a bookish philosophy; it is belief in God Who is alive and Who is going to finally assemble all human beings before Him to take a final reckoning. In this way, Faith inculcates in man a sense of anxiety or apprehension about his future fate and this makes him extremely serious. He is forced to look at all his actions in the light of their being right or wrong, so that he may adopt only the right direction. In this way, Faith provides man with the right way of thinking as well as the power to distinguish between right and wrong, which acts as his permanent practical guide. The Paradise of the Hereafter is for those who have, in this world, proved themselves to be deserving of it. The Hereafter is a place where one will directly experience and become directly immersed in the glories of God. So, the opportunity to live in Paradise will be given only to those who, in this world, had immersed themselves in the indirect manifestations of the glories of God. In the Hereafter, human hearts will be full of well-wishing and peace-desiring for each other. So, only those who, in this world had proved that in their hearts they had only such feelings for others, will find their abode in Paradise.</p>"
1375,"<p lang=""en"">It is the law of God that when an individual performs a praiseworthy deed, it is immediately included in the record of his deeds. But if he commits an act which warrants punishment, God gives him respite so that better counsel should prevail, and he may at some point reform himself. This law of God is a great mercy to human beings; otherwise man is a great transgressor and is always ready to perform evil deeds, and if people were immediately seized upon for their evil deeds, their lives would very soon come to an end and the face of the earth would become devoid of human existence. Those who lead their lives as if they are not required to face God after death, live with arrogance in this world. They are those who lead their lives free of the fear of God’s scourge, thinking that they are at liberty to practice as much deceit and spread as much chaos as they like. The fact is that man should realise that there is one Power over and above all powerful ones—every man is helpless before Him— He will one day seize upon all human beings and everybody will be compelled to accept His verdict.</p>"
1376,"<p lang=""en"">The system of this world is so designed that from time to time man is hit by some calamity or accident. He begins to realise that he is absolutely helpless against external forces. At that time he spontaneously starts calling upon God; he admits his humbleness compared to God’s Power. But, he is humble only so long as he is in trouble. The moment he gets relief from trouble, he becomes as negligent and arrogant as he was earlier. God does not accept the obeisance of such people, because only that obeisance is acceptable which is offered in a free atmosphere. Obeisance offered under the pressure of compelling circumstances has no value in the eyes of God. Man is a creature who likes justification. He seeks justification for every action of his. If a man chooses to be arrogant, his mentality will be inclined towards that. He will, in practice indulge in arrogance, and his mind will provide him with beautiful words in order to prove his arrogance justified. This is known as taz’in. Man expresses his misdeeds in beautiful words and is satisfied that he is in the right. But, this is like a man holding a burning lump of coal in his hand and thinking that it will not burn him simply because he calls it a red flower.</p>"
1377,"<p lang=""en"">The prophets addressed their communities with clear arguments, (baiyinat), but they did not accept them. This shows that the missionary call—given on behalf of God—rests on the basis of reasoning. People have to recognize the prophet at the level of arguments and reasoning. Those who want to find him basking in outward glories surrounded with huge numbers of supporters will never be able to find him, because he will not be there at all. The prophet does not perform miracles, but engages rather in the process of argument. At the stage of the missionary call, all work is done on this basis. Individuals and groups transgress in not recognizing the Divine call appearing in the form of arguments or reasoning. They reject it, not having found it in accordance with their self-devised standards. Due to this behaviour, such people are punished by the law of God. The communities of the past which had incurred God’s retribution for their rejection of the prophets, were not actually total rejectors of prophethood. All these communities had accepted some prophet or the other of earlier periods, but they rejected the prophet of their own times. In the case of the earlier prophets, the corroborative historical facts had accumulated to back them. They had become objects of national prestige, and public predilections favoured them, while the contemporary prophet was as yet devoid of all such additional attributes. They recognised that past prophet who had as a result of tradition over the generations, become their national prophet, and connecting with him was synonymous with linking themselves with a tower of greatness. They recognised their national prophet as such, and rejected that prophet who could be recognised only through his reasoning and arguments. In the eyes of God, this was such a serious crime that those who were declared to be rejecters of the prophet were destroyed.</p>"
1379,"<p lang=""en"">‘Then We made you their successors (khala’if, sing. khalifah) in the land.’ The real meaning of khalifah is ‘one who comes afterwards’. This word ‘successor’ is specially used for coming into power after another. This succession is in relation to human beings and not in relation to God. In the Quran, wherever the word khilafah has been used, it is in connection with succession to some creature and not in connection with succession to God. Making somebody a successor is solely for the purpose of putting him to the test and is not meant to confer any honour. Making somebody a successor means giving one an opportunity to work after another; it is placing one community in the arena of testing in place of another community. For example, in India, the native Rajas were replaced by Mughals. Then they were removed and the Britishers were made their successors. Later, they (the British) were made to leave the country, making way for the majority community. In all these cases, the ‘one coming afterwards’ was the successor (khalifah) of the earlier one.</p>"
1477,"<p lang=""en"">The message of the Quran is that man should not worship anyone except the one and only God. He should make the one and only God his everything; he should fear Him alone and repose his hopes in Him alone; his mind and heart should obey Him alone. In the affairs of his life, he should give prior consideration to His will and pleasure. He should be willing to place himself in the position of a worshipper and give God the status of the worshipped one. The task of the prophet is, in fact, that of making man aware of this position. This has been powerfully and lucidly described in the Quran. Now, what is expected of man is that he should give the correct response to the divine message. He should not ignore it under the influence of such feelings as jealousy, hauteur, vested interest or self-centredness, but duly accept it and turn towards God. He should seek God’s pardon for his past sins and, for the future, he should solicit God’s help. If food is presented to a man and he accepts it, it means that he intends to stimulate his physical growth. On the contrary, if he does not accept the food, it is as if he means to stunt his physical growth. The same holds for the call to the Truth. When a man accepts the Truth, in reality he accepts that Divine provision which enters into him and causes the righteous growth of his soul and his body, and finally takes him to that stage of his spiritual progress which entitles him to enter the Gardens of Paradise. One who does not accept the call to the Truth has, in effect, deprived his soul of the opportunities afforded by Divine uplift. While the acceptor of Truth lives in modesty, the rejecter of Truth will be flawed by hauteur. While the acceptor of Truth will spend each moment of his life in the remembrance of God, the denier of God will spend his time in the remembrance of beings other than God. While the acceptor of Truth adopts the way of obedience to God on all occasions in his life, the denier will instead adopt the way of arrogance. The result of this will be that the former will leave this world with a healthy and developed soul and will be treated as deserving of being settled in the rarefied atmosphere of Paradise. The soul of the latter will be unhealthy and under-developed and will deserve only to be thrown on to the garbage dump of hell.</p>"
1479,"<p lang=""en"">When the call to the unity of God (tawhid) was made to certain chiefs of the Quraysh, they rose and, nonchalantly donning their mantles, they left. This is, in fact, a way of ignoring something. When a man considers a preacher lowly in comparison to himself, he behaves in this way. But he forgets that Almighty God knows very well the psychology of his doing so. This is not only ignoring a man (the preacher) but amounts also to ignoring God Himself, Who knows all open and hidden matters. And then, what will be man’s condition when he faces God? He will see that God, whom he had ignored, was the Being who gave him all that he possessed—even those things on the strength of which he had ignored the word of God. Man is living in God’s world and ultimately he has to return to his Maker. But he lives as if he has no connection with God today and will have nothing to do with Him in future.</p>"
1481,"<p lang=""en"">The present world was created by God in six days, that is, in six stages or six periods. There was a period when its surface was covered with water. In this part of God’s domain, only water was seen everywhere at that time. Then, at God’s behest, patches of land emerged and water filled the great hollows which became the seas and the oceans. In this way it was possible for various species of life to come into existence on the earth. God has the power to give an ideal shape to things and events, but He has chosen to fashion this world in a less than ideal way, so that it may serve as a testing ground for man. Indeed, God’s purpose in creating the world and settling human beings upon it was to single out the doers of good deeds. ‘Good deed’ is actually another name for a realistic deed, i.e. one which a man is required to perform in accordance with reality, without there being any pressure upon him to do. The realistic person is one who appreciates the hidden hand of God by peering through the cause-and-effect veil which, by design, He has drawn over His creations; he is one who, in spite of apparently having power, renders himself powerless; one who, in spite of having the option of leading an arrogant life, becomes obedient to God. In the present world, the selection of such realistic persons continues unremittingly. When the period of this selection is over, the present system will be replaced by another standard system in which all good things will be allotted only to those who perform good deeds, leaving all bad things for the wrongdoers. Almighty God does not immediately catch hold of those who deny the truth and the arrogant in view of His rule of giving respite; i.e. He gives them respite to the fullest possible extent, so that they may be warned and reform themselves, or finally prove themselves guilty. This rule of respite becomes a cause of misunderstanding to certain arrogant people. They forget their real position of powerlessness and start indulging in tall talk. But, when they are smitten by God’s scourge, they will there and then come to know how helpless they are in comparison to God.</p>"
1484,"<p lang=""en"">In the present world, man is given ease and hardship by turns. But here, neither is comfort given as a reward nor is hardship imposed as a punishment. The purpose of both is to put human beings to the test. This world is a great examination hall. The purpose of whatever happens to man here is to see what sort of responses he offers to different testing conditions. That man is a failure whose behaviour is such that when he receives some worldly bounties from God, he becomes proud; he behaves with haughtiness towards those who appear to him of a lower status than himself. Similarly, that person is also a failure who displays ingratitude when some bounty is taken away from him or he becomes the victim of some affliction. Even after being deprived of something, a man still possesses many things granted to him by God. But man forgets them and becomes so desperate over that one loss, it is as if he had been robbed of everything. On the contrary, those who fully measure up to the standards of Faith are individuals who are patient and righteous in their deeds. That is, in spite of every setback, they keep their emotional balance and continue to exercise moderation; they continue to do whatever they are required to do as subjects of God. What is patience? It is a man’s conduct being shaped by principles and not by the conditions and situations in which he finds himself. Whatever may be the condition, he should rise above them and formulate his views purely in the light of Truth. He should have the courage to live on the level of his Faith and moral awareness, unaffected by the prevailing conditions. This sort of life is one of piety. Those who establish their piety in this way will be the ones who will share God’s bounties in the future life and have a place in God’s eternal Gardens.</p>"
1487,"<p lang=""en"">When the Prophet Muhammad started opposing the ascribing of partners to God (shirk) and called upon the people to accept the oneness of God (tawhid), his addressees became perturbed. This was because the people most adversely affected by his statements were their great ones—the great ones whose religion they had adopted and were proud to venerate. The position was that these leading lights of ancient Arabia had attained pre-eminence in their eyes through a historical process, while as yet no historical greatness was attached to the Prophet Muhammad. He appeared to them at that time as a man of no consequence. So, the people of Arabia were greatly upset that an ordinary man was making statements which made their leaders lose in credibility. Under these circumstances the thought crosses the preacher’s mind that he should at least temporarily give up being critical in his approach and present his message in a more palatable way. ‘You may (feel the inclination) to leave aside a part of what is revealed to you’ means this very portion of the revelations, which contained criticism of polytheistic beliefs. But, Almighty God wants to clarify everything. And if, as a result of fully clarifying the Truth, the preacher is made the butt of ridicule and opposed, this inimical reaction on the part of the addressees is the cost a man has to pay in this world for becoming the preacher of unadulterated Truth. The most certain proof of the veracity of God’s messenger is his inimitable discourse. Those who scorned the Prophet and who rejected the idea that this apparently ordinary man possessed that Truth, which even their great ones did not have, were told that they should not test the Prophet’s veracity on the basis of his material condition, but should appreciate that his missionary discourse was so great that neither they nor their leaders could produce the like of it. This inimitable distinction is a definite proof of the fact that the Prophet was speaking for and on behalf of God. In spite of this clear sign of the Prophet’s veracity, why are people still hesitating to become the obedient servants of God?</p>"
1489,"<p lang=""en"">There are two kinds of religion—one adulterated and the other unadulterated. The former, although a compromise between religion and worldliness, displays the label of religion. This is why in every period big institutions come into existence on its basis and through them, people with vested interests receive worldly benefits in the name of ‘religion’. The case of unadulterated religion is just the opposite. When its call goes out, it is to project a purely theoretical Truth; it is not surrounded by economic interests and leadership considerations. This being so, when the call of unadulterated religion reaches those who have attained a high status and great respect in the name of adulterated religion, they are horrified, because they feel that, on adopting it, they will lose all their worldly benefits. People often engage themselves in worldly activities in the name of religion. The call of pure religion among such people amounts to exposing them for what they really are. The call of truth is, in fact, a subtle test paper for its addressees. Now the very people who were engaged in activities in the name of religion resist the call of truth. Their resistance to the divine message shows that their ‘religious’ observances were, in fact, interest-oriented worldly activities. Had they been sincere in their service to religion, they would have lost no time in recognizing the Truth in its unadulterated form. The call of Truth thus serves as a discriminator between sincere and insincere people. The sincere are ready to make any sacrifice for the true cause of religion. But the insincere favour only that religion which ensures the safety of their worldly gains. They cannot even contemplate losing their material assets. They want to spend their time and energy only on those religious activities which bring them fame, honour and all other worldly benefits. Obviously such efforts cannot bear fruit in the Hereafter.</p>"
1490,"<p lang=""en"">When the Prophet Muhammad called upon the people of Arabia to accept the oneness of God, only a few individuals accepted it, while many rejected it. This is what happens in every period with the call to the Truth. God created every man with an upright nature as befits his human status. In every corner of the world, there are signs which proclaim the existence of his Creator and give indications of His creation scheme. Moreover, a long line of God’s prophets, one of whom was Moses, have been coming into the world, right from the beginning of the human era, to convey the divine message to man. The scripture brought by Moses is still extant in some form or the other. Now, one who is serious and sincere will have the ability to learn lessons from things, and will be so familiar with the Truth that, whenever a preacher presents the Truth to him, he will immediately recognise it. His heart and mind will bear testimony to that call of Truth; he will go ahead and readily adopt it, as if it were the very voice of his heart. But the condition of most people is that they do not look upon things with any great seriousness. They mar their lives by indulging in superficial show and ephemeral interests. Their being busy in unnecessary engagements never gives them the chance to pause and give thought to the missionary and his message. So when they are called to the Truth, they are unable to recognise it. Due to their perverted, spoiled temperament, they reject or even oppose it. Such are those who have failed to appreciate God and God’s scheme of creation. In the Hereafter, they shall have nothing but the Fire of Hell in store for them. Human nature, the events occurring on earth or in the skies, as well as previous scriptures, all bear testimony to the Quran’s veracity. In spite of this, if the majority of people reject it, then the reason for this shall have to be sought in those who reject it, rather than in the pages of the Quran.</p>"
1491,"<p lang=""en"">Here the invention of a falsehood does not refer to the Being of God, but to His word. God did not appear before us Himself, in order to give His message, but had it announced through the mouth of a human being. This human being at that time happened apparently to be an ordinary man, but there were clearly godly glimpses in his discourse. If, in their judgement of him, people had taken into account his discourse, they would have found God in its greatness. But thanks to people’s superficiality and appearance-loving nature, their view was contorted by the ordinary position of the preacher. The prophet’s being ‘ordinary’ (in terms of worldly glory) was visible to them, but they were unable to see the extraordinary nature of the message given by him. They considered it as emanating from an ‘ordinary’ man and heaped scorn upon it; they raised false objections to what he had to say and then ignored it as if it were of no importance whatsoever.</p>"
1495,"<p lang=""en"">The real reasons for people’s sinful behaviour and their failure to treat the divine message with due respect were their lack of any firm belief in the Hereafter and their having no fear in their hearts for Almighty God. It was this fearlessness which caused them to treat the divine message without the seriousness it deserved. And anything about which an individual is not serious will fail to elicit the correct response from him. But such insincerity and lack of seriousness will vanish when people stand before the Lord of the Universe on the Day of Judgement. At that time they will have lost their present freedom. The worldly goods and resources on the strength of which they had become arrogant, will turn into God’s tape-recorders, which will start giving evidence against them. At that time it will be abundantly clear that the reason for their rejection of God’s preacher was not that they were unable to understand him, but rather that they were not serious about him. The horror of Doomsday will suddenly make them serious. At that time, in the face of their own helplessness, they will understand all that they had been unable to understand while living in the world in an atmosphere of freedom. God has blessed man with fine capabilities and talents. If he utilises them, he can understand any subject in depth. In his worldly matters, he actually utilises these talents, but when it comes to the Hereafter, he becomes deaf, in spite of having ears. He becomes blind, in spite of having eyes. Man’s success depends entirely upon his sincerity. Those who are sincere in worldly matters are successful in them. Similarly, those who are sincere in matters of the Hereafter will be successful in the Hereafter.</p>"
1497,"<p lang=""en"">Being humble is the essence of Faith. Faith is neither something hereditary nor does it consist of the mere recitation of certain phrases. Faith is a discovery. When a man finds God by living in a state of keen awareness and in comparison realizes his position of helplessness, the feeling which takes possession of him at that time is known as humility (ikhbat). Humility is the necessary result of one’s realisation and recognition of one’s own position of powerlessness in comparison with God. Faith, humility and righteous deeds—all three are different aspects of the same reality. Faith is the conscious discovery of God and His perfect attributes. Humility is the state of the heart which necessarily develops in man as a result of the discovery of God. When man thinks in godly terms, when his heart is full of godly feelings, the natural result is that the external aspect of his life becomes moulded in the shape of godly, or righteous deeds. One who is the embodiment of Faith, humility and righteous deeds is the very person desired by God and as such will find his abode in the eternal gardens of paradise. Testing conditions of the highest order have been created in this world in order to find out which group used their senses of hearing and observation to discover the truth and moulded themselves accordingly. These are the sincere people of this world: they applied their reason and found the truth. The others did not properly use their senses of hearing and observation, so that naturally they did not acquire any knowledge of the truth and, that being so, did not mould themselves according to it. They are the blind and the deaf. Obviously, these are two different types of people and their ultimate fate cannot be the same.</p>"
