id,text,foot_notes
678,WaAAada Allahu allatheena amanoowaAAamiloo assalihati lahum maghfiratunwaajrun AAatheem,
679,Wallatheena kafaroo wakaththaboobi-ayatina ola-ika as-habualjaheem,
680,Ya ayyuha allatheena amanooothkuroo niAAmata Allahi AAalaykum ith hammaqawmun an yabsutoo ilaykum aydiyahum fakaffa aydiyahumAAankum wattaqoo Allaha waAAala Allahifalyatawakkali almu/minoon,
681,Walaqad akhatha Allahu meethaqabanee isra-eela wabaAAathna minhumu ithnay AAasharanaqeeban waqala Allahu innee maAAakum la-inaqamtumu assalata waataytumu azzakatawaamantum birusulee waAAazzartumoohum waaqradtumuAllaha qardan hasanan laokaffiranna AAankumsayyi-atikum walaodkhilannakum jannatin tajree mintahtiha al-anharu faman kafara baAAda thalikaminkum faqad dalla sawaa assabeel,
682,Fabima naqdihim meethaqahumlaAAannahum wajaAAalna quloobahum qasiyatanyuharrifoona alkalima AAan mawadiAAihi wanasoo haththanmimma thukkiroo bihi wala tazalu tattaliAAuAAala kha-inatin minhum illa qaleelan minhumfaAAfu AAanhum wasfah inna Allahayuhibbu almuhsineen,
683,Wamina allatheena qaloo innanasara akhathna meethaqahumfanasoo haththan mimma thukkiroobihi faaghrayna baynahumu alAAadawata walbaghdaaila yawmi alqiyamati wasawfa yunabbi-ohumu Allahubima kanoo yasnaAAoon,
684,Ya ahla alkitabi qad jaakumrasooluna yubayyinu lakum katheeran mimma kuntumtukhfoona mina alkitabi wayaAAfoo AAan katheerin qad jaakummina Allahi noorun wakitabun mubeen,
685,Yahdee bihi Allahu mani ittabaAAa ridwanahusubula assalami wayukhrijuhum mina aththulumatiila annoori bi-ithnihi wayahdeehim ilasiratin mustaqeem,
686,Laqad kafara allatheena qalooinna Allaha huwa almaseehu ibnu maryama qul famanyamliku mina Allahi shay-an in arada an yuhlikaalmaseeha ibna maryama waommahu waman fee al-ardijameeAAan walillahi mulku assamawatiwal-ardi wama baynahuma yakhluqu mayashao wallahu AAala kulli shay-inqadeer,
687,Waqalati alyahoodu wannasaranahnu abnao Allahi waahibbaohuqul falima yuAAaththibukum bithunoobikum bal antumbasharun mimman khalaqa yaghfiru liman yashao wayuAAaththibuman yashao walillahi mulku assamawatiwal-ardi wama baynahuma wa-ilayhialmaseer,
688,Ya ahla alkitabi qad jaakumrasooluna yubayyinu lakum AAala fatratin mina arrusulian taqooloo ma jaana min basheerin walanatheerin faqad jaakum basheerun wanatheerunwallahu AAala kulli shay-in qadeer,
689,Wa-ith qala moosaliqawmihi ya qawmi othkuroo niAAmata AllahiAAalaykum ith jaAAala feekum anbiyaa wajaAAalakummulookan waatakum ma lam yu/ti ahadanmina alAAalameen,
690,Ya qawmi odkhuloo al-ardaalmuqaddasata allatee kataba Allahu lakum walatartaddoo AAala adbarikum fatanqaliboo khasireen,
691,Qaloo ya moosa innafeeha qawman jabbareena wa-inna lannadkhulaha hatta yakhrujoo minhafa-in yakhrujoo minha fa-inna dakhiloon,
692,Qala rajulani mina allatheenayakhafoona anAAama Allahu AAalayhimaodkhuloo AAalayhimu albaba fa-itha dakhaltumoohufa-innakum ghaliboona waAAala Allahifatawakkaloo in kuntum mu/mineen,
693,Qaloo ya moosa innalan nadkhulaha abadan ma damoo feehafa-ithhab anta warabbuka faqatila innahahuna qaAAidoon,
694,Qala rabbi innee la amliku illanafsee waakhee fafruq baynana wabayna alqawmi alfasiqeen,
695,Qala fa-innaha muharramatunAAalayhim arbaAAeena sanatan yateehoona fee al-ardi falata/sa AAala alqawmi alfasiqeen,
696,Watlu AAalayhim nabaa ibnay adamabilhaqqi ith qarraba qurbananfatuqubbila min ahadihima walam yutaqabbal mina al-akhariqala laaqtulannaka qala innama yataqabbaluAllahu mina almuttaqeen,
697,La-in basatta ilayya yadakalitaqtulanee ma ana bibasitin yadiyailayka li-aqtulaka innee akhafu Allaha rabba alAAalameen,
698,Innee oreedu an taboo-a bi-ithmee wa-ithmikafatakoona min as-habi annari wathalikajazao aththalimeen,
699,FatawwaAAat lahu nafsuhu qatlaakheehi faqatalahu faasbaha mina alkhasireen,
700,FabaAAatha Allahu ghuraban yabhathufee al-ardi liyuriyahu kayfa yuwaree saw-ataakheehi qala ya waylata aAAajaztu an akoonamithla hatha alghurabi faowariya saw-ataakhee faasbaha mina annadimeen,
701,Min ajli thalika katabna AAalabanee isra-eela annahu man qatala nafsan bighayri nafsinaw fasadin fee al-ardi fakaannama qatala annasajameeAAan waman ahyaha fakaannama ahyaannasa jameeAAan walaqad jaat-hum rusulunabilbayyinati thumma inna katheeran minhum baAAda thalikafee al-ardi lamusrifoon,
702,Innama jazao allatheenayuhariboona Allaha warasoolahu wayasAAawna feeal-ardi fasadan an yuqattaloo aw yusallabooaw tuqattaAAa aydeehim waarjuluhum min khilafin awyunfaw mina al-ardi thalika lahum khizyun fee addunyawalahum fee al-akhirati AAathabun AAatheem,
703,Illa allatheena taboomin qabli an taqdiroo AAalayhim faAAlamoo anna Allahaghafoorun raheem,
704,Ya ayyuha allatheena amanooittaqoo Allaha wabtaghoo ilayhi alwaseelata wajahidoofee sabeelihi laAAallakum tuflihoon,
705,Inna allatheena kafaroo law annalahum ma fee al-ardi jameeAAan wamithlahu maAAahuliyaftadoo bihi min AAathabi yawmi alqiyamati matuqubbila minhum walahum AAathabun aleem,
706,Yureedoona an yakhrujoo mina annariwama hum bikharijeena minha walahum AAathabunmuqeem,
707,Wassariqu wassariqatufaqtaAAoo aydiyahuma jazaan bimakasaba nakalan mina Allahi wallahuAAazeezun hakeem,
708,Faman taba min baAAdi thulmihiwaaslaha fa-inna Allaha yatoobu AAalayhiinna Allaha ghafoorun raheem,
709,Alam taAAlam anna Allaha lahu mulku assamawatiwal-ardi yuAAaththibu man yashaowayaghfiru liman yashao wallahu AAalakulli shay-in qadeer,
710,Ya ayyuha arrasoolu layahzunka allatheena yusariAAoona fee alkufrimina allatheena qaloo amanna bi-afwahihimwalam tu/min quloobuhum wamina allatheena hadoosammaAAoona lilkathibi sammaAAoona liqawmin akhareenalam ya/tooka yuharrifoona alkalima min baAAdi mawadiAAihiyaqooloona in ooteetum hatha fakhuthoohu wa-in lamtu/tawhu fahtharoo waman yuridi Allahufitnatahu falan tamlika lahu mina Allahi shay-an ola-ikaallatheena lam yuridi Allahu an yutahhiraquloobahum lahum fee addunya khizyun walahum feeal-akhirati AAathabun AAatheem,
711,SammaAAoona lilkathibi akkaloonalissuhti fa-in jaooka fahkumbaynahum aw aAArid AAanhum wa-in tuAArid AAanhumfalan yadurrooka shay-an wa-in hakamta fahkumbaynahum bilqisti inna Allaha yuhibbualmuqsiteen,
712,Wakayfa yuhakkimoonaka waAAindahumu attawratufeeha hukmu Allahi thumma yatawallawna minbaAAdi thalika wama ola-ika bilmu/mineen,
713,Inna anzalna attawratafeeha hudan wanoorun yahkumu biha annabiyyoonaallatheena aslamoo lillatheena hadoo warrabbaniyyoonawal-ahbaru bima istuhfithoomin kitabi Allahi wakanoo AAalayhi shuhadaafala takhshawoo annasa wakhshawniwala tashtaroo bi-ayatee thamanan qaleelanwaman lam yahkum bima anzala Allahu faola-ikahumu alkafiroon,
714,Wakatabna AAalayhim feeha annaannafsa binnafsi walAAayna bilAAayniwal-anfa bil-anfi walothuna bilothuniwassinna bissinni waljurooha qisasunfaman tasaddaqa bihi fahuwa kaffaratun lahu wamanlam yahkum bima anzala Allahu faola-ikahumu aththalimoon,
715,Waqaffayna AAala atharihimbiAAeesa ibni maryama musaddiqan lima baynayadayhi mina attawrati waataynahual-injeela feehi hudan wanoorun wamusaddiqan limabayna yadayhi mina attawrati wahudan wamawAAithatanlilmuttaqeen,
716,Walyahkum ahlu al-injeeli bimaanzala Allahu feehi waman lam yahkum bimaanzala Allahu faola-ika humu alfasiqoon,
717,Waanzalna ilayka alkitaba bilhaqqimusaddiqan lima bayna yadayhi mina alkitabiwamuhayminan AAalayhi fahkum baynahum bimaanzala Allahu wala tattabiAA ahwaahum AAammajaaka mina alhaqqi likullin jaAAalna minkumshirAAatan waminhajan walaw shaa AllahulajaAAalakum ommatan wahidatan walakin liyabluwakumfeema atakum fastabiqoo alkhayratiila Allahi marjiAAukum jameeAAan fayunabbi-okum bimakuntum feehi takhtalifoon,
718,Waani ohkum baynahum bimaanzala Allahu wala tattabiAA ahwaahum wahtharhuman yaftinooka AAan baAAdi ma anzala Allahuilayka fa-in tawallaw faAAlam annama yureedu Allahuan yuseebahum bibaAAdi thunoobihim wa-innakatheeran mina annasi lafasiqoon,
719,Afahukma aljahiliyyatiyabghoona waman ahsanu mina Allahu hukmanliqawmin yooqinoon,
720,Ya ayyuha allatheena amanoola tattakhithoo alyahooda wannasaraawliyaa baAAduhum awliyao baAAdinwaman yatawallahum minkum fa-innahu minhum inna Allaha layahdee alqawma aththalimeen,
721,Fatara allatheena feequloobihim maradun yusariAAoona feehim yaqooloonanakhsha an tuseebana da-iratun faAAasaAllahu an ya/tiya bilfathi aw amrin minAAindihi fayusbihoo AAala ma asarroofee anfusihim nadimeen,
722,Wayaqoolu allatheena amanoo ahaola-iallatheena aqsamoo billahi jahda aymanihiminnahum lamaAAakum habitat aAAmaluhum faasbahookhasireen,
723,Ya ayyuha allatheena amanooman yartadda minkum AAan deenihi fasawfa ya/tee Allahubiqawmin yuhibbuhum wayuhibboonahu athillatinAAala almu/mineena aAAizzatin AAala alkafireenayujahidoona fee sabeeli Allahi wala yakhafoonalawmata la-imin thalika fadlu Allahiyu/teehi man yashao wallahu wasiAAunAAaleem,
724,Innama waliyyukumu Allahuwarasooluhu wallatheena amanoo allatheenayuqeemoona assalata wayu/toona azzakatawahum rakiAAoon,
725,Waman yatawalla Allaha warasoolahu wallatheenaamanoo fa-inna hizba Allahi humu alghaliboon,
726,Ya ayyuha allatheena amanoola tattakhithoo allatheena ittakhathoodeenakum huzuwan walaAAiban mina allatheena ootoo alkitabamin qablikum walkuffara awliyaa wattaqooAllaha in kuntum mu/mineen,
727,Wa-itha nadaytum ila assalatiittakhathooha huzuwan walaAAiban thalikabi-annahum qawmun la yaAAqiloon,
728,Qul ya ahla alkitabi haltanqimoona minna illa an amanna billahiwama onzila ilayna wama onzila min qabluwaanna aktharakum fasiqoon,
729,Qul hal onabbi-okum bisharrin min thalikamathoobatan AAinda Allahi man laAAanahu Allahuwaghadiba AAalayhi wajaAAala minhumu alqiradata walkhanazeerawaAAabada attaghooti ola-ika sharrun makananwaadallu AAan sawa-i assabeel,
730,Wa-itha jaookum qaloo amannawaqad dakhaloo bilkufri wahum qad kharajoo bihi wallahuaAAlamu bima kanoo yaktumoon,
731,Watara katheeran minhum yusariAAoonafee al-ithmi walAAudwani waaklihimu assuhtalabi/sa ma kanoo yaAAmaloon,
732,Lawla yanhahumu arrabbaniyyoonawal-ahbaru AAan qawlihimu al-ithmawaaklihimu assuhta labi/sa ma kanooyasnaAAoon,
733,Waqalati alyahoodu yadu Allahimaghloolatun ghullat aydeehim waluAAinoo bima qaloobal yadahu mabsootatani yunfiqu kayfa yashaowalayazeedanna katheeran minhum ma onzila ilayka minrabbika tughyanan wakufran waalqaynabaynahumu alAAadawata walbaghdaa ilayawmi alqiyamati kullama awqadoo naran lilharbiatfaaha Allahu wayasAAawna fee al-ardifasadan wallahu la yuhibbualmufsideen,
734,Walaw anna ahla alkitabi amanoowattaqaw lakaffarna AAanhum sayyi-atihimwalaadkhalnahum jannati annaAAeem,
735,Walaw annahum aqamoo attawratawal-injeela wama onzila ilayhim min rabbihimlaakaloo min fawqihim wamin tahti arjulihim minhum ommatunmuqtasidatun wakatheerun minhum saa mayaAAmaloon,
736,Ya ayyuha arrasooluballigh ma onzila ilayka min rabbika wa-in lam tafAAal famaballaghta risalatahu wallahu yaAAsimukamina annasi inna Allaha la yahdeealqawma alkafireen,
737,Qul ya ahla alkitabi lastumAAala shay-in hatta tuqeemoo attawratawal-injeela wama onzila ilaykum min rabbikumwalayazeedanna katheeran minhum ma onzila ilayka minrabbika tughyanan wakufran fala ta/sa AAalaalqawmi alkafireen,
738,Inna allatheena amanoo wallatheenahadoo wassabi-oona wannasaraman amana billahi walyawmi al-akhiriwaAAamila salihan fala khawfun AAalayhim walahum yahzanoon,
739,Laqad akhathna meethaqabanee isra-eela waarsalna ilayhim rusulan kullamajaahum rasoolun bima la tahwaanfusuhum fareeqan kaththaboo wafareeqan yaqtuloon,
740,Wahasiboo alla takoonafitnatun faAAamoo wasammoo thumma taba AllahuAAalayhim thumma AAamoo wasammoo katheerun minhum wallahubaseerun bima yaAAmaloon,
741,Laqad kafara allatheena qalooinna Allaha huwa almaseehu ibnu maryama waqalaalmaseehu ya banee isra-eela oAAbudoo Allaharabbee warabbakum innahu man yushrik billahi faqadharrama Allahu AAalayhi aljannata wama/wahuannaru wama liththalimeenamin ansar,
742,Laqad kafara allatheena qalooinna Allaha thalithu thalathatin wamamin ilahin illa ilahun wahidun wa-inlam yantahoo AAamma yaqooloona layamassanna allatheenakafaroo minhum AAathabun aleem,
743,Afala yatooboona ila Allahiwayastaghfiroonahu wallahu ghafoorun raheem,
744,Ma almaseehu ibnu maryama illarasoolun qad khalat min qablihi arrusulu waommuhu siddeeqatunkana ya/kulani attaAAamaonthur kayfa nubayyinu lahumu al-ayatithumma onthur anna yu/fakoon,
745,Qul ataAAbudoona min dooni Allahi mala yamliku lakum darran wala nafAAan wallahuhuwa assameeAAu alAAaleem,
746,Qul ya ahla alkitabi lataghloo fee deenikum ghayra alhaqqi wala tattabiAAooahwaa qawmin qad dalloo min qablu waadallookatheeran wadalloo AAan sawa-i assabeel,
747,LuAAina allatheena kafaroo min baneeisra-eela AAala lisani dawoodawaAAeesa ibni maryama thalika bima AAasawwakanoo yaAAtadoon,
748,Kanoo la yatanahawnaAAan munkarin faAAaloohu labi/sa ma kanooyafAAaloon,
749,Tara katheeran minhum yatawallawnaallatheena kafaroo labi/sa ma qaddamat lahumanfusuhum an sakhita Allahu AAalayhim wafee alAAathabihum khalidoon,
750,Walaw kanoo yu/minoona billahiwannabiyyi wama onzila ilayhi ma ittakhathoohumawliyaa walakinna katheeran minhum fasiqoon,
751,Latajidanna ashadda annasiAAadawatan lillatheena amanoo alyahooda wallatheenaashrakoo walatajidanna aqrabahum mawaddatan lillatheena amanooallatheena qaloo inna nasara thalikabi-anna minhum qisseeseena waruhbanan waannahum layastakbiroon,
752,Wa-itha samiAAoo ma onzila ilaarrasooli tara aAAyunahum tafeedu mina addamAAimimma AAarafoo mina alhaqqi yaqooloona rabbanaamanna faktubna maAAa ashshahideen,
753,Wama lana la nu/minu billahiwama jaana mina alhaqqi wanatmaAAuan yudkhilana rabbuna maAAa alqawmi assaliheen,
754,Faathabahumu Allahu bimaqaloo jannatin tajree min tahtihaal-anharu khalideena feeha wathalikajazao almuhsineen,
755,Wallatheena kafaroo wakaththaboobi-ayatina ola-ika as-habualjaheem,
756,Ya ayyuha allatheena amanoola tuharrimoo tayyibati ma ahallaAllahu lakum wala taAAtadoo inna Allaha layuhibbu almuAAtadeen,
757,Wakuloo mimma razaqakumu Allahuhalalan tayyiban wattaqoo Allahaallathee antum bihi mu/minoon,
758,La yu-akhithukumu Allahubillaghwi fee aymanikum walakin yu-akhithukumbima AAaqqadtumu al-aymana fakaffaratuhu itAAamuAAasharati masakeena min awsati ma tutAAimoonaahleekum aw kiswatuhum aw tahreeru raqabatin faman lamyajid fasiyamu thalathati ayyamin thalikakaffaratu aymanikum itha halaftum wahfathooaymanakum kathalika yubayyinu Allahu lakum ayatihilaAAallakum tashkuroon,
759,Ya ayyuha allatheena amanooinnama alkhamru walmaysiru wal-ansabuwal-azlamu rijsun min AAamali ashshaytanifajtaniboohu laAAallakum tuflihoon,
760,Innama yureedu ashshaytanuan yooqiAAa baynakumu alAAadawata walbaghdaafee alkhamri walmaysiri wayasuddakum AAan thikriAllahi waAAani assalati fahal antummuntahoon,
761,WaateeAAoo Allaha waateeAAooarrasoola wahtharoo fa-in tawallaytum faAAlamooannama AAala rasoolina albalaghualmubeen,
762,Laysa AAala allatheena amanoowaAAamiloo assalihati junahun feemataAAimoo itha ma ittaqaw waamanoowaAAamiloo assalihati thumma ittaqaw waamanoothumma ittaqaw waahsanoo wallahu yuhibbualmuhsineen,
763,Ya ayyuha allatheena amanoolayabluwannakumu Allahu bishay-in mina assayditanaluhu aydeekum warimahukum liyaAAlama Allahuman yakhafuhu bilghaybi famani iAAtadabaAAda thalika falahu AAathabun aleem,
764,Ya ayyuha allatheena amanoola taqtuloo assayda waantum hurumunwaman qatalahu minkum mutaAAammidan fajazaon mithlu maqatala mina annaAAami yahkumu bihi thawaAAadlin minkum hadyan baligha alkaAAbati aw kaffaratuntaAAamu masakeena aw AAadlu thalika siyamanliyathooqa wabala amrihi AAafa AllahuAAamma salafa waman AAada fayantaqimu Allahuminhu wallahu AAazeezun thoo intiqam,
765,Ohilla lakum saydu albahriwataAAamuhu mataAAan lakum walissayyaratiwahurrima AAalaykum saydu albarri ma dumtum hurumanwattaqoo Allaha allathee ilayhi tuhsharoon,
766,JaAAala Allahu alkaAAbata albayta alharamaqiyaman linnasi washshahra alharamawalhadya walqala-ida thalikalitaAAlamoo anna Allaha yaAAlamu ma fee assamawatiwama fee al-ardi waanna Allaha bikullishay-in AAaleem,
767,IAAlamoo anna Allaha shadeedu alAAiqabiwaanna Allaha ghafoorun raheem,
768,Ma AAala arrasooli illaalbalaghu wallahu yaAAlamu matubdoona wama taktumoon,
769,Qul la yastawee alkhabeethu wattayyibuwalaw aAAjabaka kathratu alkhabeethi fattaqoo Allahaya olee al-albabi laAAallakum tuflihoon,
770,Ya ayyuha allatheena amanoola tas-aloo AAan ashyaa in tubda lakum tasu/kumwa-in tas-aloo AAanha heena yunazzalu alqur-anutubda lakum AAafa Allahu AAanha wallahughafoorun haleem,
771,Qad saalaha qawmun min qablikumthumma asbahoo biha kafireen,
772,Ma jaAAala Allahu min baheeratinwala sa-ibatin wala waseelatin walahamin walakinna allatheena kafarooyaftaroona AAala Allahi alkathibawaaktharuhum la yaAAqiloon,
773,Wa-itha qeela lahum taAAalawila ma anzala Allahu wa-ila arrasooliqaloo hasbuna ma wajadnaAAalayhi abaana awa law kana abaohumla yaAAlamoona shay-an wala yahtadoon,
774,Ya ayyuha allatheena amanooAAalaykum anfusakum la yadurrukum man dallaitha ihtadaytum ila Allahi marjiAAukumjameeAAan fayunabbi-okum bima kuntum taAAmaloon,
775,Ya ayyuha allatheena amanooshahadatu baynikum itha hadara ahadakumualmawtu heena alwasiyyati ithnani thawaAAadlin minkum aw akharani min ghayrikum in antum darabtumfee al-ardi faasabatkum museebatu almawti tahbisoonahumamin baAAdi assalati fayuqsimani billahiini irtabtum la nashtaree bihi thamanan walaw kana thaqurba wala naktumu shahadata Allahiinna ithan lamina al-athimeen,
776,Fa-in AAuthira AAala annahumaistahaqqa ithman faakharani yaqoomanimaqamahuma mina allatheena istahaqqaAAalayhimu al-awlayani fayuqsimani billahilashahadatuna ahaqqu min shahadatihimawama iAAtadayna inna ithan lamina aththalimeen,
777,Thalika adna an ya/too bishshahadatiAAala wajhiha aw yakhafoo an turadda aymanunbaAAda aymanihim wattaqoo Allaha wasmaAAoowallahu la yahdee alqawma alfasiqeen,
778,Yawma yajmaAAu Allahu arrusulafayaqoolu matha ojibtum qaloo la AAilma lanainnaka anta AAallamu alghuyoob,
779,Ith qala Allahu yaAAeesa ibna maryama othkur niAAmatee AAalaykawaAAala walidatika ith ayyadtuka biroohialqudusi tukallimu annasa fee almahdi wakahlanwa-ith AAallamtuka alkitaba walhikmatawattawrata wal-injeela wa-ithtakhluqu mina atteeni kahay-ati attayribi-ithnee fatanfukhu feeha fatakoonu tayranbi-ithnee watubri-o al-akmaha wal-abrasabi-ithnee wa-ith tukhriju almawta bi-ithneewa-ith kafaftu banee isra-eela AAanka ithji/tahum bilbayyinati faqala allatheenakafaroo minhum in hatha illa sihrun mubeen,
780,Wa-ith awhaytu ila alhawariyyeenaan aminoo bee wabirasoolee qaloo amannawashhad bi-annana muslimoon,
781,Ith qala alhawariyyoonaya AAeesa ibna maryama hal yastateeAAurabbuka an yunazzila AAalayna ma-idatan mina assama-iqala ittaqoo Allaha in kuntum mu/mineen,
782,Qaloo nureedu an na/kula minhawatatma-inna quloobuna wanaAAlama an qad sadaqtanawanakoona AAalayha mina ashshahideen,
783,Qala AAeesa ibnu maryama allahummarabbana anzil AAalayna ma-idatan mina assama-itakoonu lana AAeedan li-awwalina waakhirinawaayatan minka warzuqna waanta khayru arraziqeen,
784,Qala Allahu innee munazziluhaAAalaykum faman yakfur baAAdu minkum fa-innee oAAaththibuhuAAathaban la oAAaththibuhu ahadanmina alAAalameen,
785,Wa-ith qala Allahu yaAAeesa ibna maryama aanta qulta linnasiittakhithoonee waommiya ilahayni min dooni Allahiqala subhanaka ma yakoonu lee an aqoola malaysa lee bihaqqin in kuntu qultuhu faqad AAalimtahutaAAlamu ma fee nafsee wala aAAlamu ma feenafsika innaka anta AAallamu alghuyoob,
786,Ma qultu lahum illa maamartanee bihi ani oAAbudoo Allaha rabbee warabbakumwakuntu AAalayhim shaheedan ma dumtu feehim falammatawaffaytanee kunta anta arraqeeba AAalayhim waanta AAalakulli shay-in shaheed,
787,In tuAAaththibhum fa-innahum AAibadukawa-in taghfir lahum fa-innaka anta alAAazeezu alhakeem,
788,Qala Allahu hathayawmu yanfaAAu assadiqeena sidquhum lahumjannatun tajree min tahtiha al-anharukhalideena feeha abadan radiya AllahuAAanhum waradoo AAanhu thalika alfawzu alAAatheem,
789,Lillahi mulku assamawatiwal-ardi wama feehinna wahuwa AAalakulli shay-in qadeer,
790,Alhamdu lillahi allatheekhalaqa assamawati wal-ardawajaAAala aththulumati wannoorathumma allatheena kafaroo birabbihim yaAAdiloon,
791,Huwa allathee khalaqakum min teeninthumma qada ajalan waajalun musamman AAindahu thumma antumtamtaroon,
792,Wahuwa Allahu fee assamawatiwafee al-ardi yaAAlamu sirrakum wajahrakum wayaAAlamu mataksiboon,
793,Wama ta/teehim min ayatin min ayatirabbihim illa kanoo AAanha muAArideen,
794,Faqad kaththaboo bilhaqqilamma jaahum fasawfa ya/teehim anbao makanoo bihi yastahzi-oon,
795,Alam yaraw kam ahlakna min qablihimmin qarnin makkannahum fee al-ardi ma lamnumakkin lakum waarsalna assamaa AAalayhimmidraran wajaAAalna al-anhara tajree min tahtihimfaahlaknahum bithunoobihim waansha/na minbaAAdihim qarnan akhareen,
796,Walaw nazzalna AAalayka kitabanfee qirtasin falamasoohu bi-aydeehim laqala allatheenakafaroo in hatha illa sihrun mubeen,
797,Waqaloo lawla onzila AAalayhimalakun walaw anzalna malakan laqudiya al-amruthumma la yuntharoon,
798,Walaw jaAAalnahu malakan lajaAAalnahurajulan walalabasna AAalayhim ma yalbisoon,
799,Walaqadi istuhzi-a birusulin min qablika fahaqabillatheena sakhiroo minhum ma kanoobihi yastahzi-oon,
800,Qul seeroo fee al-ardi thumma onthurookayfa kana AAaqibatu almukaththibeen,
801,Qul liman ma fee assamawatiwal-ardi qul lillahi kataba AAalanafsihi arrahmata layajmaAAannakum ilayawmi alqiyamati la rayba feehi allatheenakhasiroo anfusahum fahum la yu/minoon,
802,Walahu ma sakana fee allayli wannahariwahuwa assameeAAu alAAaleem,
803,Qul aghayra Allahi attakhithuwaliyyan fatiri assamawati wal-ardiwahuwa yutAAimu wala yutAAamu qul inneeomirtu an akoona awwala man aslama wala takoonanna minaalmushrikeen,
804,Qul innee akhafu in AAasayturabbee AAathaba yawmin AAatheem,
805,Man yusraf AAanhu yawma-ithinfaqad rahimahu wathalika alfawzu almubeen,
806,Wa-in yamsaska Allahu bidurrinfala kashifa lahu illa huwa wa-in yamsaskabikhayrin fahuwa AAala kulli shay-in qadeer,
807,Wahuwa alqahiru fawqa AAibadihiwahuwa alhakeemu alkhabeer,
808,Qul ayyu shay-in akbaru shahadatanquli Allahu shaheedun baynee wabaynakum waoohiyailayya hatha alqur-anu li-onthirakum bihiwaman balagha a-innakum latashhadoona anna maAAa Allahi alihatanokhra qul la ashhadu qul innama huwa ilahunwahidun wa-innanee baree-on mimma tushrikoon,
809,Allatheena ataynahumualkitaba yaAArifoonahu kama yaAArifoona abnaahumallatheena khasiroo anfusahum fahum la yu/minoon,
810,Waman athlamu mimmani iftaraAAala Allahi kathiban aw kaththababi-ayatihi innahu la yuflihu aththalimoon,
811,Wayawma nahshuruhum jameeAAan thummanaqoolu lillatheena ashrakoo ayna shurakaokumu allatheenakuntum tazAAumoon,
812,Thumma lam takun fitnatuhum illa an qaloowallahi rabbina ma kunnamushrikeen,
813,Onthur kayfa kathabooAAala anfusihim wadalla AAanhum ma kanooyaftaroon,
814,Waminhum man yastamiAAu ilayka wajaAAalnaAAala quloobihim akinnatan an yafqahoohu wafee athanihimwaqran wa-in yaraw kulla ayatin la yu/minoo bihahatta itha jaooka yujadiloonakayaqoolu allatheena kafaroo in hatha illa asateerual-awwaleen,
815,Wahum yanhawna AAanhu wayan-awna AAanhuwa-in yuhlikoona illa anfusahum wama yashAAuroon,
816,Walaw tara ith wuqifoo AAalaannari faqaloo ya laytananuraddu wala nukaththiba bi-ayatirabbina wanakoona mina almu/mineen,
817,Bal bada lahum ma kanooyukhfoona min qablu walaw ruddoo laAAadoo limanuhoo AAanhu wa-innahum lakathiboon,
818,Waqaloo in hiya illa hayatunaaddunya wama nahnu bimabAAootheen,
819,Walaw tara ith wuqifoo AAalarabbihim qala alaysa hatha bilhaqqiqaloo bala warabbina qala fathooqooalAAathaba bima kuntum takfuroon,
820,Qad khasira allatheena kaththaboobiliqa-i Allahi hatta itha jaat-humuassaAAatu baghtatan qaloo ya hasratanaAAala ma farratna feeha wahumyahmiloona awzarahum AAala thuhoorihimala saa ma yaziroon,
821,Wama alhayatu addunyailla laAAibun walahwun waladdaru al-akhiratikhayrun lillatheena yattaqoona afala taAAqiloon,
822,Qad naAAlamu innahu layahzunuka allatheeyaqooloona fa-innahum la yukaththiboonaka walakinnaaththalimeena bi-ayatiAllahi yajhadoon,
823,Walaqad kuththibat rusulun minqablika fasabaroo AAala ma kuththiboowaoothoo hatta atahum nasrunawala mubaddila likalimati Allahi walaqad jaakamin naba-i almursaleen,
824,Wa-in kana kabura AAalayka iAAraduhumfa-ini istataAAta an tabtaghiya nafaqan fee al-ardiaw sullaman fee assama-i fata/tiyahum bi-ayatinwalaw shaa Allahu lajamaAAahum AAala alhudafala takoonanna mina aljahileen,
825,Innama yastajeebu allatheenayasmaAAoona walmawta yabAAathuhumu Allahuthumma ilayhi yurjaAAoon,
826,Waqaloo lawla nuzzila AAalayhiayatun min rabbihi qul inna Allaha qadirunAAala an yunazzila ayatan walakinnaaktharahum la yaAAlamoon,
827,Wama min dabbatin fee al-ardiwala ta-irin yateeru bijanahayhi illaomamun amthalukum ma farratna feealkitabi min shay-in thumma ila rabbihim yuhsharoon,
828,Wallatheena kaththaboobi-ayatina summun wabukmun fee aththulumatiman yasha-i Allahu yudlilhu waman yasha/ yajAAalhuAAala siratin mustaqeem,
829,Qul araaytakum in atakum AAathabuAllahi aw atatkumu assaAAatu aghayra AllahitadAAoona in kuntum sadiqeen,
830,Bal iyyahu tadAAoona fayakshifu matadAAoona ilayhi in shaa watansawna ma tushrikoon,
831,Walaqad arsalna ila omamin minqablika faakhathnahum bilba/sa-i waddarra-ilaAAallahum yatadarraAAoon,
832,Falawla ith jaahumba/suna tadarraAAoo walakin qasat quloobuhumwazayyana lahumu ashshaytanu ma kanooyaAAmaloon,
833,Falamma nasoo ma thukkiroobihi fatahna AAalayhim abwaba kulli shay-in hattaitha farihoo bima ootoo akhathnahumbaghtatan fa-itha hum mublisoon,
834,FaqutiAAa dabiru alqawmi allatheenathalamoo walhamdu lillahirabbi alAAalameen,
